job_id,timestamp,model_type,framework,gpu_type,num_gpus,batch_size,dataset_size,cpu_cores,ram_gb,estimated_flops,distributed_training,mixed_precision,runtime_hours,peak_vram_gb,gpu_utilization,failed,failure_reason
1f3193fd-ceed-4cb3-8043-c1fcc39849cc,2025-07-11T19:03:00,recommendation,jax,a100,2,16,4934115,32,32,215867531250000.0,True,False,0.241,11.273,58.903,False,none
86842c23-3c93-434d-81ee-6eb7e7d6b2e1,2025-01-01T09:59:00,stable_diffusion,pytorch,t4,4,128,3347174,16,64,392246953125000.0,True,True,1.321,30.354,77.331,False,none
3cdd41d7-5440-45ec-96a5-6a4e53c15bce,2025-02-27T08:22:00,stable_diffusion,tensorflow,rtx4090,1,8,6099806,96,64,1.143713625e+16,False,True,70.861,22.221,80.508,False,none
a310e1d6-8e51-4d30-845a-6ebea32f2dc2,2025-07-13T00:12:00,resnet,jax,rtx4090,1,256,2119911,16,512,6624721875000.0,False,True,0.05,24.616,72.5,True,oom
5408a22c-0640-4416-8404-e7de2ab1ba42,2025-11-25T18:17:00,stable_diffusion,jax,rtx4090,2,128,3384754,64,64,396650859375000.0,True,True,1.141,28.667,98.227,True,oom
20061717-363f-4a9e-90d7-09aea6793356,2025-02-21T16:41:00,resnet,pytorch,v100,1,64,362896,48,256,4536200000000.0,False,True,0.05,15.416,63.307,False,none
2d3f94bd-c049-4b00-995f-5e799762f272,2025-12-20T11:13:00,recommendation,jax,t4,1,16,537021,96,64,23494668750000.0,False,True,0.126,13.225,61.35,False,none
ba222a0b-3f44-4ea9-b1d6-79714fcba0f9,2025-03-12T13:59:00,bert,jax,v100,4,256,9677227,32,32,94504169921875.0,True,False,0.132,24.8,52.484,False,none
787d9ea9-fca5-463c-b7d4-e5c5a240dced,2025-02-14T03:16:00,recommendation,tensorflow,a100,2,128,7845373,96,512,42904383593750.0,True,True,0.05,15.35,78.362,False,none
8dd46bce-f4c8-44bc-b54c-ae4a607ab7e0,2025-07-22T19:55:00,vision_transformer,jax,a100,1,32,3224348,16,256,453423937500000.0,False,True,1.76,19.964,78.056,False,none
e827aebb-7c49-4fd0-82e4-9250f88538a1,2025-06-22T03:01:00,vision_transformer,pytorch,t4,2,256,1652635,8,512,29050224609375.0,False,False,0.159,40.434,72.387,False,none
5ccc3586-762d-4c63-bead-92de5326a53e,2025-11-28T07:50:00,bert,tensorflow,rtx4090,2,32,6738339,8,32,526432734375000.0,True,False,0.833,17.48,67.362,False,none
3bb17e94-3516-45ed-bdb5-f7d689b4899e,2025-02-11T15:02:00,gpt,tensorflow,rtx4090,2,16,4987931,16,16,3740948250000000.0,True,True,13.025,25.337,88.685,False,none
6a965129-85a9-4632-a904-57f66d62d774,2025-06-21T06:29:00,resnet,jax,rtx4090,1,16,8529948,8,32,426497400000000.0,False,True,1.018,9.66,54.844,False,none
73023d71-1e32-49f5-a54d-8fbc290b5893,2025-07-09T21:12:00,vision_transformer,pytorch,v100,4,256,676754,48,16,11896066406250.0,True,True,0.05,25.256,71.379,False,none
748669b3-a27e-4c6e-a1dc-69cb5132cc33,2025-02-22T19:46:00,bert,jax,a100,1,64,6650184,16,512,259772812500000.0,False,True,0.708,18.302,83.34,False,none
64550c67-66dc-4a22-bb50-a272ae3bc812,2025-02-20T02:12:00,resnet,tensorflow,t4,1,256,3586135,48,64,11206671875000.0,False,True,0.062,29.021,87.175,True,oom
5debd647-c054-4f6c-be05-b90e4bc47d39,2025-01-06T16:43:00,bert,tensorflow,a100,1,128,9123685,64,64,178196972656250.0,False,True,0.489,22.215,72.289,False,none
73987222-4d58-432b-a1cf-aefb10550d24,2025-07-25T04:02:00,recommendation,jax,a100,1,32,4447001,8,16,97278146875000.0,False,False,0.239,15.346,87.707,False,none
7757df0f-cd74-47d1-af27-5ba28d4fdcd6,2025-11-05T10:31:00,stable_diffusion,pytorch,a100,2,32,8489356,32,64,3979385625000000.0,False,False,12.728,27.36,73.772,False,none
b1e03080-7d28-4374-bfbf-38edd24dd1c0,2025-03-23T11:08:00,gpt,pytorch,t4,4,16,4404880,16,512,3303660000000000.0,True,False,14.316,34.944,61.646,True,oom
83f65aff-7ac8-4cd6-a3e9-8c899a025737,2025-09-23T12:44:00,resnet,jax,v100,1,64,9782888,48,32,122286100000000.0,False,True,0.458,15.416,92.275,False,none
787c6153-147d-4d7c-b0a7-20d75c2e406d,2025-04-23T13:00:00,resnet,tensorflow,v100,1,512,1734590,24,256,2710296875000.0,False,False,0.05,42.204,88.042,True,oom
e929bec0-87d8-40d6-94b2-d07948fba67f,2025-06-30T17:02:00,bert,pytorch,v100,2,16,3019172,64,64,471745625000000.0,True,True,1.091,13.551,68.259,False,none
8b7fef8c-7391-4085-89fb-a81c622dc108,2025-06-15T17:31:00,gpt,pytorch,t4,8,8,7906868,16,32,1.1860302e+16,True,True,26.503,27.185,94.456,True,oom
2e4fdcc0-88ea-4802-851b-685574b858a9,2025-10-19T00:53:00,bert,pytorch,v100,2,64,4684183,96,16,182975898437500.0,False,True,0.459,17.262,94.776,False,none
95ec7691-fa29-4c57-b185-e912873c9ebc,2025-03-20T22:28:00,recommendation,jax,a100,1,16,4392463,16,256,192170256250000.0,False,False,0.363,12.96,85.863,False,none
6752c045-6588-45c4-9796-15581dcfe39c,2025-11-14T12:39:00,stable_diffusion,tensorflow,a100,4,64,8590255,8,128,2013341015625000.0,False,True,2.969,22.435,72.412,False,none
359db502-8670-47f8-9c52-7db2fa8afed1,2025-08-07T16:30:00,resnet,jax,v100,2,128,1183965,64,64,7399781250000.0,True,True,0.05,15.416,52.149,False,none
160fd22d-352a-4aaf-831b-36c6716f51d0,2025-05-07T17:20:00,stable_diffusion,tensorflow,rtx4090,4,64,4970271,48,32,1164907265625000.0,True,True,1.773,23.682,80.285,False,none
1c348695-6748-4bba-ba1e-0c47e8b62898,2025-08-23T15:42:00,stable_diffusion,jax,a100,8,128,16810,24,64,1969921875000.0,True,False,0.05,27.36,69.781,False,none
a2a00696-21f4-419a-98b0-534d75e133d7,2025-09-02T01:50:00,vision_transformer,tensorflow,rtx4090,4,32,8586076,32,512,1207416937500000.0,True,True,1.208,17.547,69.979,False,none
978dcd0e-e7db-4b8a-aecd-e67b0e611340,2025-02-23T00:45:00,resnet,pytorch,a100,1,32,2482189,8,16,62054725000000.0,False,True,0.12,11.108,79.945,False,none
92c59ce8-56e8-4219-a8bb-76cdef77c810,2025-03-19T14:44:00,vision_transformer,tensorflow,v100,4,512,6452089,32,128,56707813476562.5,True,True,0.086,29.604,82.159,True,data_loader_stall
3f3f8977-2bed-4249-aa53-439d5a733ed6,2025-12-05T08:13:00,vision_transformer,pytorch,v100,4,256,7803853,8,256,137177103515625.0,True,False,0.276,30.8,78.107,False,none
2ebcd3dd-87b7-4cee-9c1b-4d8c744cf5b1,2025-11-24T17:32:00,recommendation,jax,a100,2,256,8478772,32,256,23184142187500.0,True,True,0.05,19.263,84.078,False,none
f17383d8-c047-482e-aecf-66bf87d05e0e,2025-02-28T16:11:00,gpt,pytorch,a100,8,16,4616980,32,16,3462735000000000.0,True,True,2.562,22.334,71.586,False,none
36cf17cf-95de-4f0a-a30e-87d96f324ec7,2025-10-30T18:10:00,bert,pytorch,v100,2,512,2573646,64,32,12566630859375.0,True,True,0.05,30.832,72.497,False,none
2d415e3a-62e3-46f3-853d-af0021015f30,2025-10-11T23:30:00,resnet,pytorch,rtx4090,2,256,337691,96,256,1055284375000.0,True,True,0.05,18.775,80.146,False,none
be557850-b8db-43b9-b52a-0ca8378f9f0d,2025-10-22T09:56:00,vision_transformer,jax,v100,2,32,4589094,32,128,645341343750000.0,True,True,1.926,20.008,72.53,False,none
3f2beabb-643e-45ff-8bf4-eab8252060dc,2025-03-03T03:05:00,recommendation,pytorch,rtx4090,1,256,8971107,8,128,24530370703125.0,False,True,0.067,26.174,74.007,False,none
3797f640-1f8e-477e-83cd-beb907a1ccb4,2025-10-04T01:42:00,recommendation,tensorflow,v100,2,32,853636,24,128,18673287500000.0,True,True,0.05,11.808,51.732,False,none
2b6563a3-e25e-47cc-a785-b6c52d0de062,2025-06-13T06:33:00,gpt,tensorflow,a100,1,64,335197,64,256,62849437500000.0,False,True,0.316,30.11,92.848,False,none
56c1e000-97ed-4f85-a7e6-77fb32802ae5,2025-12-11T20:04:00,recommendation,pytorch,t4,1,32,3354717,96,16,73384434375000.0,False,True,0.421,15.66,55.918,False,none
73e8a744-24da-44bb-b037-db798ee6caab,2025-03-25T09:36:00,recommendation,pytorch,v100,2,512,4309055,96,64,5891286132812.5,True,True,0.05,27.552,64.089,False,none
fb69ed59-0acf-4bdf-99d9-1cc7e393dbd6,2025-05-25T10:03:00,bert,tensorflow,t4,4,16,5243774,48,512,819339687500000.0,False,True,1.628,13.96,70.809,False,none
9fe5dc56-c8bf-491b-b822-806692e3899b,2025-01-30T21:44:00,resnet,jax,v100,1,512,5069717,96,512,7921432812500.0,False,True,0.05,34.607,76.047,True,oom
74580393-9018-4ce8-adc1-fb7930720e6c,2025-11-12T16:22:00,gpt,jax,rtx4090,4,8,8498613,64,64,1.27479195e+16,True,True,24.75,23.575,72.892,False,none
d79c58af-1d32-4980-9ac0-b4b1fe026b90,2025-12-19T01:43:00,gpt,jax,rtx4090,2,64,2965087,64,256,555953812500000.0,False,True,2.014,28.863,70.942,False,none
b5232b65-d4ec-4cc7-b457-db1cd0ad6f82,2025-10-03T23:19:00,vision_transformer,tensorflow,a100,2,32,1463962,24,128,205869656250000.0,True,True,0.338,18.007,75.911,False,none
073ec6dd-db23-4b99-9d79-950a7c7412cd,2025-07-21T04:08:00,gpt,pytorch,rtx4090,4,16,8189730,16,64,6142297500000000.0,True,True,12.163,24.305,62.202,False,none
29dcbfe1-b72b-4ce0-8cc2-1f910f19ac8d,2025-12-24T09:43:00,stable_diffusion,pytorch,v100,1,16,6828732,32,256,6401936250000000.0,False,False,70.353,30.4,85.278,False,none
fd37020f-b18d-4e9a-8040-08536c0058a0,2025-09-08T07:35:00,vision_transformer,pytorch,t4,2,32,6794725,64,32,955508203125000.0,True,True,4.397,22.409,92.608,True,oom
1b426aca-04bf-4a5b-b348-e4e2612d7b2d,2025-03-29T01:22:00,vision_transformer,jax,a100,2,512,7622582,24,64,66995349609375.0,True,True,0.133,32.177,92.708,False,none
2f1e2903-759e-43fb-aea5-8bc489a47d25,2025-07-26T01:45:00,recommendation,jax,v100,1,32,8133504,24,512,177920400000000.0,False,True,0.647,13.982,76.923,False,none
5d1e5d35-51f9-4f86-810c-eea4f3ba5518,2025-02-03T03:26:00,resnet,pytorch,a100,1,64,3020529,24,16,37756612500000.0,False,False,0.075,16.92,87.078,False,none
7b83c371-bc01-4bd3-9079-0a48f73e6471,2025-11-17T17:45:00,resnet,jax,a100,1,512,8245577,8,16,12883714062500.0,False,True,0.05,31.146,86.483,False,none
25d1b4f0-fae9-466d-87a2-d8c9ecb062a5,2025-02-09T00:53:00,gpt,pytorch,t4,4,64,1924064,96,16,360762000000000.0,True,True,1.429,31.593,71.614,True,oom
c779f983-0453-4ef0-9b04-5ff489d84ddb,2025-06-14T08:10:00,bert,pytorch,a100,1,32,1997287,48,128,156038046875000.0,False,True,0.437,15.536,61.326,False,none
154f8915-56b1-4470-8bfe-bc7e88178fc9,2025-03-14T06:13:00,stable_diffusion,tensorflow,rtx4090,8,32,9883813,32,64,4633037343750000.0,True,True,3.909,21.189,65.024,False,none
43502a6d-7d4e-4d81-b5a3-fa2e390360e5,2025-11-25T01:07:00,bert,jax,v100,2,512,1372099,16,32,6699702148437.5,True,True,0.05,30.832,74.069,True,oom
68534d91-cac8-47ca-8c4f-db3cc9c40710,2025-06-19T23:22:00,recommendation,jax,rtx4090,2,16,3893526,24,512,170341762500000.0,True,False,0.207,11.899,72.135,False,none
9a5bdbbd-1f50-4c80-ae01-5521a6e3ddb3,2025-02-13T10:15:00,gpt,jax,v100,8,8,9146240,16,512,1.371936e+16,True,True,20.588,24.272,61.23,False,none
09a6e5bc-2729-48bb-870f-8c09876b0c7a,2025-12-26T13:41:00,bert,tensorflow,a100,2,16,7873447,64,64,1230226093750000.0,True,False,1.907,14.873,91.686,False,none
398c548b-e73c-4e86-8238-552dcf65461f,2025-01-16T02:33:00,vision_transformer,pytorch,t4,2,512,5417658,48,64,47616134765625.0,True,True,0.201,40.042,78.216,False,none
3a5f29b6-7dcc-4bb3-a256-1df3c8aa60e1,2025-11-14T09:38:00,recommendation,tensorflow,t4,1,128,8716768,64,128,47669825000000.0,False,False,0.338,29.234,85.382,True,oom
a50aaa63-03e2-40b2-b00c-ef49a8c2ba8c,2025-12-27T18:56:00,recommendation,tensorflow,t4,2,64,6860944,24,64,75041575000000.0,True,False,0.213,19.097,60.155,True,oom
965fb267-4e5e-4303-841e-e65889089a15,2025-10-22T07:28:00,gpt,jax,rtx4090,1,64,1487398,24,64,278887125000000.0,False,True,2.104,31.783,79.564,False,none
747bb154-5ce6-42d9-95c0-d71915a65f49,2025-02-07T13:58:00,stable_diffusion,pytorch,rtx4090,8,8,3157112,48,64,5919585000000000.0,True,True,4.539,19.942,80.157,False,none
f849dc7e-0013-47e6-be5a-42aff06ebfd9,2025-04-26T07:51:00,bert,tensorflow,v100,2,128,8142114,8,16,159025664062500.0,False,True,0.392,20.336,78.787,False,none
607e8db7-830d-4d84-b550-2419f1082f0e,2025-12-29T21:44:00,gpt,jax,t4,8,8,3779851,96,16,5669776500000000.0,True,True,12.017,27.185,67.428,False,none
1d7aec3d-cc0a-48b8-8a5c-a4e2be87c39e,2025-04-10T09:39:00,recommendation,tensorflow,a100,2,128,7932533,16,128,43381039843750.0,True,True,0.05,15.35,81.686,False,none
0a03e84c-87a6-4e5b-afb6-52c15838152c,2025-12-23T13:05:00,resnet,tensorflow,rtx4090,2,256,4492413,96,16,14038790625000.0,True,True,0.05,18.775,83.879,False,none
4ec92464-db8a-441b-8538-54ee43b29f39,2025-06-23T21:25:00,bert,tensorflow,rtx4090,2,64,9269637,96,256,362095195312500.0,True,False,0.611,19.998,85.445,False,none
0721a934-25c7-463f-adad-736d2f5d3330,2025-04-21T18:13:00,stable_diffusion,tensorflow,v100,8,8,5348112,64,128,1.002771e+16,True,False,14.534,25.6,66.152,False,none
f591f4ca-fa8a-4676-8414-aaecce669285,2025-11-29T17:23:00,vision_transformer,pytorch,v100,4,256,5579946,96,16,98084988281250.0,False,True,0.179,25.256,80.953,False,none
5778d922-9c93-4312-b1ea-0d5f25624163,2025-10-17T10:31:00,resnet,jax,v100,2,512,2599751,8,128,4062110937500.0,True,True,0.05,25.912,98.762,False,none
d721cd11-f9ad-44c4-a928-6832eadf0505,2025-07-29T06:18:00,recommendation,pytorch,a100,2,64,8196400,96,256,89648125000000.0,True,True,0.089,12.584,66.955,False,none
61e9b8d9-fd6c-40dc-a81b-d980af804e2a,2025-02-10T20:45:00,bert,jax,t4,2,16,1696231,32,32,265036093750000.0,True,False,0.941,18.509,66.21,True,oom
e200080e-0568-4865-9bed-809096aac975,2025-02-27T12:04:00,gpt,tensorflow,a100,8,16,4106953,48,128,3080214750000000.0,True,False,2.608,27.236,80.094,False,none
d714d3e7-0862-4f81-9662-f76554229b14,2025-12-05T18:53:00,stable_diffusion,tensorflow,v100,8,128,2411116,16,128,282552656250000.0,True,True,0.32,24.928,85.926,False,none
13e53169-6365-49d9-8878-19c1865f1014,2025-07-02T02:46:00,gpt,jax,v100,1,64,5807629,48,64,1088930437500000.0,False,True,12.977,33.456,93.442,True,oom
ea1fc252-017b-4ccb-b3da-01a79640be63,2025-08-03T23:31:00,vision_transformer,tensorflow,v100,2,128,1799344,16,128,63258187500000.0,True,True,0.179,25.256,99.0,False,none
f9a2c383-da43-48f2-b70d-5bf0f15d8fda,2025-12-28T16:56:00,resnet,jax,rtx4090,2,16,9504713,96,512,475235650000000.0,True,False,0.61,9.999,65.714,False,none
2df9e137-ff09-4c2e-93ec-00f72068f4c4,2025-03-12T18:03:00,gpt,pytorch,a100,2,16,4214819,64,512,3161114250000000.0,True,True,8.681,24.004,81.79,False,none
6e0d3b06-018f-49df-9205-18d04c3f0589,2025-10-30T13:26:00,recommendation,jax,t4,2,128,569763,48,64,3115891406250.0,True,True,0.05,19.103,84.568,True,oom
f716af3f-999a-4bbb-835c-e2d72d1c9ec4,2025-12-17T20:54:00,bert,pytorch,v100,4,64,8916224,48,64,348290000000000.0,True,True,0.436,15.088,75.126,False,none
e90f3e43-8533-41c8-9497-e00e74a9dd91,2025-10-17T09:16:00,gpt,jax,a100,1,64,1273313,16,32,238746187500000.0,False,False,1.522,36.72,57.822,False,none
6317f329-c876-4a4b-b017-b01f7502e5d5,2025-10-05T10:54:00,stable_diffusion,tensorflow,t4,8,8,4446878,48,16,8337896250000000.0,True,True,14.425,23.511,86.277,False,none
e4a1bf28-0778-4c3a-8b52-20edc6e6ddc0,2025-02-16T00:47:00,recommendation,tensorflow,t4,1,128,429843,48,256,2350703906250.0,False,True,0.05,23.972,61.051,False,none
dc096eaf-020b-41e7-832c-09d49ade6b6b,2025-04-09T18:54:00,recommendation,tensorflow,a100,2,16,2355069,8,16,103034268750000.0,True,True,0.097,9.244,80.624,False,none
7587c38b-c15b-4a6d-8c55-19a04d28b9ae,2025-03-14T02:31:00,vision_transformer,tensorflow,a100,4,512,9072926,32,256,79742513671875.0,True,True,0.067,26.643,77.845,False,none
c1ec6b24-0a59-4816-ad5b-168859a84377,2025-09-25T11:38:00,vision_transformer,jax,rtx4090,2,16,6226461,16,128,1751192156250000.0,True,True,3.687,17.547,62.284,False,none
aa477bf2-c6ce-4845-b1aa-9ca0aac869ac,2025-03-08T18:06:00,stable_diffusion,jax,a100,1,64,4638522,16,16,1087153593750000.0,False,False,7.157,33.12,82.729,False,none
08fc66ff-5348-43a8-8ad3-be5ec6eb152d,2025-05-31T20:20:00,recommendation,pytorch,t4,1,64,4096407,16,256,44804451562500.0,False,True,0.283,19.103,88.646,False,none
ab9daafd-9c73-41b4-b03a-811c42c9b409,2025-03-22T01:06:00,stable_diffusion,pytorch,v100,4,16,57572,24,32,53973750000000.0,False,True,0.086,22.304,64.746,False,none
e1a083fc-d125-4cb9-81db-76218f0e0392,2025-04-03T07:15:00,recommendation,pytorch,v100,1,64,4001829,48,64,43770004687500.0,False,True,0.17,17.056,82.165,False,none
21a2bbf9-9c36-4aef-863f-047577356cda,2025-06-11T07:51:00,recommendation,tensorflow,t4,1,128,7530810,96,64,41184117187500.0,False,True,0.259,23.972,99.0,True,oom
980734a0-990f-4cdd-92cf-3040eb0283c5,2025-11-19T23:48:00,stable_diffusion,pytorch,a100,8,8,1030480,32,128,1932150000000000.0,True,True,1.18,18.893,89.627,False,none
4aafc8ef-bd1e-4035-904b-cca11d71bfa5,2025-08-25T19:01:00,resnet,pytorch,a100,1,16,2127143,24,256,106357150000000.0,False,True,0.204,9.151,83.817,False,none
b8b432a5-0bfa-4d14-8fd3-97f5dffbbf4a,2025-06-06T13:48:00,vision_transformer,jax,a100,2,256,7227547,8,512,127046724609375.0,True,True,0.22,26.643,85.108,False,none
40b4c385-3e61-49de-a481-f636980e37f9,2025-07-05T14:31:00,vision_transformer,tensorflow,v100,2,64,7618449,32,128,535672195312500.0,True,True,1.6,22.182,73.158,False,none
5acf6b6b-5ade-415e-9dd4-11d8679ca9b6,2025-04-05T17:55:00,gpt,pytorch,rtx4090,1,8,1442176,8,128,2163264000000000.0,False,True,15.026,25.337,76.982,False,none
ef904164-4c40-4709-8284-66dce5e9300f,2025-02-07T11:05:00,stable_diffusion,pytorch,a100,1,64,5942391,96,512,1392747890625000.0,False,False,10.734,33.12,53.593,False,none
bb1f0aad-617c-414f-a0ac-80d7c3899248,2025-09-12T22:41:00,gpt,jax,a100,4,8,9705863,48,32,1.45587945e+16,True,True,24.325,22.334,56.647,False,none
ef6a4246-ba00-4743-9133-e4ff1013ebe6,2025-01-20T02:49:00,stable_diffusion,tensorflow,t4,4,128,3804319,96,128,445818632812500.0,True,False,1.731,37.017,89.067,False,none
9a61a95b-3776-4783-b4f3-456db4b0b372,2025-05-13T02:17:00,stable_diffusion,jax,a100,1,16,4594716,64,64,4307546250000000.0,False,False,27.692,27.36,63.067,False,none
c0036e98-5c49-498c-94cb-3a80d710b435,2025-11-27T08:02:00,bert,jax,rtx4090,1,32,524340,8,512,40964062500000.0,False,True,0.111,16.399,84.155,False,none
24cd1aed-5225-4590-b577-3d48fd61243d,2025-02-06T05:39:00,gpt,pytorch,a100,4,32,9532639,48,16,3574739625000000.0,False,True,5.788,24.004,78.598,False,none
c8d8085a-c7ed-4f64-acaf-6853fa8acc49,2025-03-24T21:06:00,recommendation,pytorch,a100,2,512,7123787,32,256,9739552539062.5,True,True,0.05,24.797,68.181,False,none
70bea7c8-dc07-4ab5-bb4f-23709608b5e6,2025-02-09T21:23:00,gpt,tensorflow,t4,4,128,8174342,48,512,766344562500000.0,True,True,3.908,34.028,83.607,False,none
4d231c5c-3aee-4700-a0de-0aa91a5c74bf,2025-11-10T14:14:00,resnet,pytorch,a100,1,32,4296905,24,64,107422625000000.0,False,True,0.168,11.108,78.237,False,none
5f2e523b-00d3-4784-8be3-ba5d53fa9793,2025-01-31T19:17:00,bert,pytorch,rtx4090,4,512,3870617,48,256,18899497070312.5,True,False,0.05,28.597,86.229,True,oom
fc5af88f-5b20-4bd1-a7ac-99adeaa5d6fa,2025-07-30T19:38:00,vision_transformer,pytorch,rtx4090,1,64,9669635,32,256,679896210937500.0,False,True,2.982,23.993,74.623,False,none
4cdcf832-c810-4a1f-9557-a0ab0dd2709e,2025-06-27T04:15:00,resnet,tensorflow,t4,2,32,7729145,96,512,193228625000000.0,False,True,0.542,11.388,86.389,False,none
f7b4a77a-d5bb-44f8-a163-41dc0f90bf26,2025-02-25T14:49:00,vision_transformer,jax,rtx4090,4,16,6649863,96,64,1870273968750000.0,True,True,1.779,16.515,71.986,False,none
61beb359-8950-4255-b592-71dcf65c831a,2025-05-24T15:34:00,stable_diffusion,jax,t4,2,32,5900476,64,512,2765848125000000.0,True,True,19.447,27.919,68.16,True,oom
678e8d93-5c75-4464-aa41-344ddb798f4f,2025-11-23T21:11:00,bert,jax,v100,4,16,2982018,96,512,465940312500000.0,True,False,0.679,15.2,80.86,False,none
9a4bc6fe-4e86-44fb-93ff-48a1be9c8986,2025-02-10T21:40:00,recommendation,jax,a100,2,32,7387995,8,128,161612390625000.0,True,True,0.145,10.627,87.014,False,none
fb23fbf1-2826-433b-9e52-fd30a1c5f7c5,2025-03-07T18:02:00,gpt,jax,t4,4,64,7591856,8,16,1423473000000000.0,True,True,7.214,31.593,88.39,False,none
771fca9c-d748-4445-a123-fae3a4234c81,2025-05-18T01:43:00,stable_diffusion,jax,rtx4090,8,128,9309885,96,512,1091002148437500.0,False,True,0.84,23.682,70.189,False,none
b6ed6509-190d-4b7e-9f25-bd2bbe9de625,2025-01-29T12:03:00,gpt,jax,rtx4090,2,8,7568523,8,64,1.13527845e+16,False,True,50.46,24.305,67.508,False,none
ee67105f-9b24-48f7-9df6-d1c37b40c8ef,2025-09-04T09:23:00,bert,jax,rtx4090,2,256,8780256,48,32,85744687500000.0,True,False,0.162,28.597,85.296,True,oom
cc66cd5d-1fef-4dca-8a90-d3508e4c341b,2025-04-20T11:57:00,recommendation,jax,t4,2,16,5541293,8,256,242431568750000.0,True,True,0.613,11.503,75.286,False,none
efc5bfbe-a407-463e-b38b-ec27b68fd833,2025-08-28T04:32:00,gpt,pytorch,v100,4,32,6585963,16,256,2469736125000000.0,True,True,5.049,26.671,63.707,False,none
bf0cd967-5340-4149-b90c-3bd0923f1a79,2025-09-06T20:12:00,bert,jax,t4,4,512,7113580,48,64,34734277343750.0,True,True,0.063,27.646,61.027,False,none
976e6e8c-7c43-4f8c-bec0-6bbd426d8ced,2025-01-28T11:41:00,vision_transformer,pytorch,v100,1,32,1304615,24,16,183461484375000.0,False,True,1.276,22.182,58.838,False,none
fcdcb3ba-3eea-49d6-b419-3baea0edeb98,2025-11-15T16:53:00,recommendation,tensorflow,v100,2,32,2732056,16,512,59763725000000.0,True,False,0.11,14.4,77.569,False,none
69da436e-8406-41ac-9a02-11fdf1245b6b,2025-06-24T03:46:00,resnet,tensorflow,a100,1,128,4790297,96,512,29939356250000.0,False,False,0.071,21.692,58.77,False,none
deec8057-8cde-4354-ba72-133f2a9d2999,2025-04-29T00:10:00,gpt,tensorflow,v100,4,128,7401997,32,64,693937218750000.0,True,True,2.109,30.382,76.123,False,none
350f40dc-0155-4030-95d1-31a4314f7cca,2025-04-01T18:54:00,bert,jax,v100,2,16,8072973,96,64,1261402031250000.0,True,True,2.786,13.551,81.545,False,none
ea5df861-4136-4899-9346-5b095cdbf251,2025-09-12T13:26:00,gpt,pytorch,v100,4,64,8622629,16,128,1616742937500000.0,True,False,5.24,34.4,68.797,False,none
15657857-0488-42c8-b71c-97e10aa835c0,2025-03-14T03:36:00,resnet,tensorflow,t4,2,256,6284032,16,128,19637600000000.0,False,True,0.053,22.135,71.376,True,oom
7693e749-be23-4f6d-94dc-36d78f0caafd,2025-12-08T14:17:00,recommendation,jax,a100,1,32,652620,24,128,14276062500000.0,False,True,0.05,12.584,83.946,False,none
0f6408be-1dc7-4465-8e42-f2eee360785d,2025-11-05T04:54:00,vision_transformer,jax,t4,1,16,4303691,16,32,1210413093750000.0,False,True,14.156,22.409,61.146,False,none
